2024-05-25 08:15:49,032 INFO    StreamThr :2267450 [internal.py:wandb_internal():85] W&B internal server running at pid: 2267450, started at: 2024-05-25 08:15:49.031991
2024-05-25 08:15:49,033 DEBUG   HandlerThread:2267450 [handler.py:handle_request():158] handle_request: status
2024-05-25 08:15:49,035 INFO    WriterThread:2267450 [datastore.py:open_for_write():87] open: /home/burning_event/wandb/run-20240525_081549-o69f0pde/run-o69f0pde.wandb
2024-05-25 08:15:49,036 DEBUG   SenderThread:2267450 [sender.py:send():378] send: header
2024-05-25 08:15:49,044 DEBUG   SenderThread:2267450 [sender.py:send():378] send: run
2024-05-25 08:15:49,540 INFO    SenderThread:2267450 [dir_watcher.py:__init__():211] watching files in: /home/burning_event/wandb/run-20240525_081549-o69f0pde/files
2024-05-25 08:15:49,541 INFO    SenderThread:2267450 [sender.py:_start_run_threads():1123] run started: o69f0pde with start time 1716624949.031604
2024-05-25 08:15:49,546 DEBUG   HandlerThread:2267450 [handler.py:handle_request():158] handle_request: check_version
2024-05-25 08:15:49,546 DEBUG   SenderThread:2267450 [sender.py:send_request():405] send_request: check_version
2024-05-25 08:15:49,620 DEBUG   HandlerThread:2267450 [handler.py:handle_request():158] handle_request: run_start
2024-05-25 08:15:49,646 DEBUG   HandlerThread:2267450 [system_info.py:__init__():26] System info init
2024-05-25 08:15:49,647 DEBUG   HandlerThread:2267450 [system_info.py:__init__():41] System info init done
2024-05-25 08:15:49,647 INFO    HandlerThread:2267450 [system_monitor.py:start():194] Starting system monitor
2024-05-25 08:15:49,647 INFO    SystemMonitor:2267450 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-25 08:15:49,647 INFO    HandlerThread:2267450 [system_monitor.py:probe():214] Collecting system info
2024-05-25 08:15:49,648 INFO    SystemMonitor:2267450 [interfaces.py:start():188] Started cpu monitoring
2024-05-25 08:15:49,648 INFO    SystemMonitor:2267450 [interfaces.py:start():188] Started disk monitoring
2024-05-25 08:15:49,649 INFO    SystemMonitor:2267450 [interfaces.py:start():188] Started gpu monitoring
2024-05-25 08:15:49,649 INFO    SystemMonitor:2267450 [interfaces.py:start():188] Started memory monitoring
2024-05-25 08:15:49,650 INFO    SystemMonitor:2267450 [interfaces.py:start():188] Started network monitoring
2024-05-25 08:15:49,684 DEBUG   HandlerThread:2267450 [system_info.py:probe():150] Probing system
2024-05-25 08:15:49,691 DEBUG   HandlerThread:2267450 [system_info.py:_probe_git():135] Probing git
2024-05-25 08:15:49,699 DEBUG   HandlerThread:2267450 [system_info.py:_probe_git():143] Probing git done
2024-05-25 08:15:49,699 DEBUG   HandlerThread:2267450 [system_info.py:probe():198] Probing system done
