2024-05-25 07:31:47,421 INFO    StreamThr :2236711 [internal.py:wandb_internal():85] W&B internal server running at pid: 2236711, started at: 2024-05-25 07:31:47.421091
2024-05-25 07:31:47,422 DEBUG   HandlerThread:2236711 [handler.py:handle_request():158] handle_request: status
2024-05-25 07:31:47,424 INFO    WriterThread:2236711 [datastore.py:open_for_write():87] open: /home/burning_event/wandb/run-20240525_073147-p03ho6ch/run-p03ho6ch.wandb
2024-05-25 07:31:47,425 DEBUG   SenderThread:2236711 [sender.py:send():378] send: header
2024-05-25 07:31:47,436 DEBUG   SenderThread:2236711 [sender.py:send():378] send: run
2024-05-25 07:31:47,897 INFO    SenderThread:2236711 [dir_watcher.py:__init__():211] watching files in: /home/burning_event/wandb/run-20240525_073147-p03ho6ch/files
2024-05-25 07:31:47,897 INFO    SenderThread:2236711 [sender.py:_start_run_threads():1123] run started: p03ho6ch with start time 1716622307.421045
2024-05-25 07:31:47,904 DEBUG   HandlerThread:2236711 [handler.py:handle_request():158] handle_request: check_version
2024-05-25 07:31:47,904 DEBUG   SenderThread:2236711 [sender.py:send_request():405] send_request: check_version
2024-05-25 07:31:47,984 DEBUG   HandlerThread:2236711 [handler.py:handle_request():158] handle_request: run_start
2024-05-25 07:31:47,991 DEBUG   HandlerThread:2236711 [system_info.py:__init__():26] System info init
2024-05-25 07:31:47,991 DEBUG   HandlerThread:2236711 [system_info.py:__init__():41] System info init done
2024-05-25 07:31:47,991 INFO    HandlerThread:2236711 [system_monitor.py:start():194] Starting system monitor
2024-05-25 07:31:47,991 INFO    SystemMonitor:2236711 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-25 07:31:47,992 INFO    HandlerThread:2236711 [system_monitor.py:probe():214] Collecting system info
2024-05-25 07:31:47,992 INFO    SystemMonitor:2236711 [interfaces.py:start():188] Started cpu monitoring
2024-05-25 07:31:47,992 INFO    SystemMonitor:2236711 [interfaces.py:start():188] Started disk monitoring
2024-05-25 07:31:47,993 INFO    SystemMonitor:2236711 [interfaces.py:start():188] Started gpu monitoring
2024-05-25 07:31:47,993 INFO    SystemMonitor:2236711 [interfaces.py:start():188] Started memory monitoring
2024-05-25 07:31:47,994 INFO    SystemMonitor:2236711 [interfaces.py:start():188] Started network monitoring
2024-05-25 07:31:48,042 DEBUG   HandlerThread:2236711 [system_info.py:probe():150] Probing system
2024-05-25 07:31:48,048 DEBUG   HandlerThread:2236711 [system_info.py:_probe_git():135] Probing git
2024-05-25 07:31:48,061 DEBUG   HandlerThread:2236711 [system_info.py:_probe_git():143] Probing git done
